estimator,coef_log,se,pct,pct_lo,pct_hi,abs_per_day,abs_lo,abs_hi
TWFE,-0.0011212694539266819,0.02656144897719065,-0.001120641066218452,-0.05179230147141063,0.0522588829981736,-2.5271473829119078,-116.79634368578951,117.8485274043935
