estimator,coef_log,pct,pct_lo,pct_hi,abs_per_day,abs_lo,abs_hi,base_level
Callaway-SantAnna,-0.0008719318768493094,-0.0008715518547095406,-0.03524633911677092,0.03259771360319627,-1.9654285882397626,-79.48369584272388,73.51080475679333,2255.090821755838
